math;gender;ethnicity;bmi;siblings;income;momeduc;momwork;school;schoolissues;tvmfb;tvmfa;tvsat;tvsun;computer
104.3777;male;latino;24.67;3;20000;12 yrs;>= 35h;public;1;1;0;3;2;1
88.83437;male;latino;19.6;2;15000;12 yrs;>= 35h;public;0;0;2;0;2;1
97.52035;female;latino;30.19;3;55000;12 yrs;>= 35h;public;1;0;2;5;5;1
97.55439;male;latino;15.3;1;72000;12 yrs;>= 35h;catholic;0;0;2;4;4;1
105.3941;female;latino;16.37;2;20000;12 yrs;no work;public;1;0;2;4;6;0
85.17224;female;latino;20.08;5;24000;12 yrs;no work;public;0;0;2;2;0;1
99.13013;male;latino;23.63;2;22000;1-8 yrs;>= 35h;public;1;3;0;3;0;0
103.7406;female;latino;15.35;1;65000;some college;<35h;catholic;0;0;1;2;2;1
80.48882;female;latino;18.47;1;17500;9-11 yrs;<35h;public;1;2;1;5;2;1
103.8525;male;latino;17.4;3;90000;some college;<35h;public;1;0;2;4;3;1
107.9328;male;latino;17.16;1;90000;some college;>= 35h;public;1;0;0;2;1;1
84.13148;male;latino;38.86;2;12000;12 yrs;>= 35h;public;1;1;0;3;0;0
101.3916;male;latino;17.37;1;40000;some college;<35h;public;1;0;1;4;4;1
103.7114;male;latino;23.64;2;5000;9-11 yrs;>= 35h;public;0;2;0;4;2;0
89.92862;female;latino;23.81;1;4700;9-11 yrs;>= 35h;public;0;1;1;1;1;1
85.78017;female;latino;23.91;2;12000;9-11 yrs;>= 35h;public;0;1;0;2;2;0
102.3594;male;latino;21.01;3;28000;12 yrs;<35h;public;1;0;2;3;3;0
96.94647;female;latino;18.58;1;60000;12 yrs;no work;public;0;0;1;4;1;1
87.3559;male;latino;19.79;3;14000;9-11 yrs;>= 35h;public;0;0;0;1;1;0
88.38207;female;latino;15.23;2;30000;1-8 yrs;no work;public;1;1;1;0;0;0
104.1929;male;latino;26.07;1;36000;12 yrs;>= 35h;public;1;4;5;4;4;0
95.99325;female;latino;31.15;2;8000;1-8 yrs;no work;public;1;0;1;6;5;1
76.75374;male;latino;21.48;2;30000;12 yrs;no work;public;1;0;1;3;0;1
91.60162;male;latino;36.73;2;28000;1-8 yrs;>= 35h;public;1;0;4;8;8;1
99.73318;female;latino;18.83;2;65000;12 yrs;<35h;public;0;1;0;2;2;1
82.98859;male;latino;22.25;1;51000;some college;no work;public;1;1;2;5;5;0
96.71303;female;latino;18.42;3;15000;12 yrs;<35h;public;0;2;1;0;0;0
100.628;female;latino;21.37;1;60000;12 yrs;>= 35h;public;1;6;0;6;7;1
92.15604;female;latino;17.27;2;19000;some college;>= 35h;public;1;1;1;3;3;0
101.8293;female;latino;25.46;3;9500;12 yrs;no work;public;0;1;0;3;1;1
99.48029;female;latino;17.8;2;70000;college;no work;public;1;1;0;2;2;1
108.2781;male;latino;22.27;1;22000;12 yrs;<35h;public;1;2;0;5;5;1
76.43762;male;latino;21.45;1;70000;12 yrs;>= 35h;public;0;0;1;2;3;1
90.87212;male;latino;18;1;35000;12 yrs;<35h;public;1;1;1;0;0;1
87.88114;male;latino;22.61;2;60000;college;no work;other private;0;1;1;4;4;1
110.9627;male;latino;18.77;0;44000;college;>= 35h;public;0;1;1;1;2;1
79.74958;female;latino;16.73;3;73000;12 yrs;>= 35h;public;1;0;1;3;3;1
93.91659;female;latino;28.05;0;20000;some college;no work;public;0;2;0;1;0;1
104.4701;female;latino;18.1;2;72000;college;<35h;catholic;0;0;1;1;1;1
101.4743;male;latino;16.2;4;30000;12 yrs;>= 35h;public;1;1;1;0;0;0
94.57801;female;latino;25.7;2;75000;college;<35h;catholic;1;1;0;2;2;1
100.2876;female;latino;28.84;1;22000;9-11 yrs;no work;catholic;0;1;1;2;2;1
103.585;female;latino;19.14;0;14000;12 yrs;>= 35h;public;1;0;2;5;5;1
100.7302;male;latino;16.81;3;14000;12 yrs;>= 35h;public;1;2;0;7;3;1
94.71418;male;latino;18.46;2;31200;12 yrs;>= 35h;public;1;0;2;3;3;0
96.82975;male;latino;29.9;2;16000;12 yrs;>= 35h;public;1;1;3;7;7;1
92.09769;male;latino;21.82;1;24000;12 yrs;<35h;catholic;0;0;0;2;2;1
87.80333;male;latino;25.21;2;14000;12 yrs;no work;public;1;3;2;7;3;1
77.83827;female;latino;18.62;2;50000;12 yrs;>= 35h;catholic;1;0;2;5;3;1
105.1315;female;latino;20.16;4;100000;some college;<35h;public;0;1;0;5;5;1
102.4567;male;latino;24.12;1;18000;12 yrs;<35h;public;1;0;2;2;4;1
107.0769;male;latino;23.05;1;24000;12 yrs;<35h;public;1;2;2;7;7;0
84.53514;male;latino;16.72;4;21000;12 yrs;no work;public;1;0;1;2;1;1
96.37746;female;latino;22.36;2;25000;9-11 yrs;>= 35h;public;0;2;1;4;3;0
103.9692;female;latino;19.76;2;28000;1-8 yrs;no work;public;1;0;0;2;1;0
78.12035;female;latino;23.96;2;22000;12 yrs;>= 35h;public;1;0;1;0;2;1
84.11689;female;latino;17.91;2;10000;some college;>= 35h;public;1;0;3;0;0;0
95.31724;female;latino;15.6;1;100000;college;no work;public;0;1;0;2;2;1
108.8958;male;latino;18.39;2;55000;12 yrs;<35h;public;1;0;0;1;1;1
103.6628;male;latino;18.86;5;25000;1-8 yrs;no work;public;1;2;3;4;2;0
103.298;female;latino;24.75;2;14400;12 yrs;>= 35h;public;1;0;1;2;2;0
112.733;male;latino;25.17;0;22000;9-11 yrs;<35h;public;0;1;1;2;2;0
78.80122;male;latino;16.33;3;15000;9-11 yrs;<35h;public;0;0;0;1;2;0
105.7346;male;latino;15.43;1;56000;12 yrs;>= 35h;public;0;0;1;3;3;1
97.16046;male;latino;19.15;2;5800;1-8 yrs;no work;public;0;0;3;0;0;1
92.06364;female;latino;37.86;1;35000;9-11 yrs;>= 35h;public;1;0;2;5;5;0
112.2223;male;latino;15.52;3;10000;9-11 yrs;<35h;public;0;1;1;6;6;1
104.6014;male;latino;17.04;3;8000;1-8 yrs;no work;public;1;2;0;3;3;1
92.71533;female;latino;18.57;2;23000;9-11 yrs;<35h;public;1;2;0;4;1;1
99.48029;female;latino;20.45;5;11452;9-11 yrs;no work;public;1;0;1;3;4;0
104.9175;male;latino;32.77;3;80000;12 yrs;no work;public;0;2;1;3;3;1
106.1528;male;latino;21.01;1;21000;9-11 yrs;>= 35h;public;0;0;1;3;0;1
84.53027;female;latino;17.22;1;10000;9-11 yrs;>= 35h;public;1;3;0;4;1;0
100.9344;male;latino;20.72;2;30000;some college;no work;public;1;0;2;8;6;1
101.6056;female;latino;20.72;2;23000;12 yrs;no work;public;1;1;1;1;3;1
96.60603;female;latino;25.47;0;19000;9-11 yrs;>= 35h;public;1;1;0;0;0;1
86.67016;female;latino;20.36;1;49000;12 yrs;<35h;public;1;0;1;1;1;1
97.95319;male;latino;29.88;2;7000;some college;>= 35h;public;1;0;1;3;2;1
95.10812;male;latino;19.35;2;27000;some college;>= 35h;public;1;2;1;4;3;1
100.239;female;latino;22.51;2;40000;some college;>= 35h;public;1;1;1;2;2;1
94.80659;male;latino;29.8;0;18000;some college;>= 35h;public;1;0;2;2;2;1
93.08009;male;latino;22.66;1;43000;12 yrs;>= 35h;public;1;1;1;1;0;1
106.5127;female;latino;20.91;2;55000;12 yrs;>= 35h;public;0;2;1;6;6;1
79.55991;male;latino;27.07;1;22000;9-11 yrs;>= 35h;public;0;1;0;3;5;1
103.7406;male;latino;23.36;2;25000;1-8 yrs;no work;public;0;1;0;1;1;1
112.9178;male;latino;19.64;2;14000;9-11 yrs;>= 35h;public;1;3;0;3;3;0
106.1285;female;latino;18.11;3;12000;some college;no work;public;1;1;0;2;1;1
107.2082;female;latino;20.82;1;140000;college;>= 35h;public;1;0;1;2;2;1
83.35334;female;latino;30.57;2;100000;college;>= 35h;catholic;0;0;1;2;2;1
107.7529;male;latino;26.21;1;9000;1-8 yrs;>= 35h;public;1;2;0;0;0;0
85.59535;male;latino;15.62;3;12000;1-8 yrs;no work;public;0;1;0;2;2;1
100.0055;male;latino;17.1;2;21000;9-11 yrs;no work;public;1;3;2;5;2;0
105.3018;male;latino;22.62;5;25000;1-8 yrs;no work;public;1;0;1;2;2;0
80.89734;female;latino;16.54;2;45000;some college;<35h;public;0;1;2;4;4;0
73.28616;male;latino;31.85;2;7000;some college;no work;public;1;0;1;2;0;1
95.06435;female;latino;27.44;2;46000;12 yrs;>= 35h;catholic;0;1;2;2;2;1
100.9053;male;latino;36.47;3;7000;12 yrs;<35h;public;0;0;2;3;3;0
78.80608;female;latino;18.44;4;15000;9-11 yrs;>= 35h;public;1;2;0;3;3;1
102.8457;male;latino;30.43;1;41000;12 yrs;>= 35h;public;1;0;1;4;2;1
94.17921;male;latino;20.11;3;25000;9-11 yrs;<35h;public;1;0;0;1;0;0
96.8103;male;latino;16.82;1;190000;some college;no work;catholic;0;0;0;0;0;1
111.308;female;latino;20.3;1;48000;some college;>= 35h;public;1;1;1;3;3;1
96.28505;female;latino;32.56;2;12000;12 yrs;no work;public;1;0;2;4;4;0
81.18427;female;latino;29.29;3;14000;1-8 yrs;>= 35h;public;0;1;1;2;2;1
81.90405;male;latino;22.78;2;75000;college;>= 35h;catholic;0;0;2;4;0;1
99.85963;male;latino;22.27;1;120000;some college;>= 35h;public;1;0;1;3;3;1
99.90826;female;latino;25.62;4;21000;1-8 yrs;<35h;public;1;1;1;3;1;0
74.60413;male;latino;24.03;1;12000;12 yrs;>= 35h;public;1;1;0;2;2;1
91.0472;female;latino;28.8;0;14000;1-8 yrs;>= 35h;public;1;2;0;3;3;0
83.44088;female;latino;15.34;0;19000;12 yrs;>= 35h;public;1;1;1;2;2;0
82.24935;male;latino;15.84;2;28;1-8 yrs;no work;public;1;0;1;0;0;1
81.27181;male;latino;22.97;1;16000;9-11 yrs;>= 35h;public;1;1;0;1;0;1
106.3911;male;latino;26.51;1;48000;some college;>= 35h;public;0;0;2;4;4;1
89.4277;female;latino;21.81;3;19000;12 yrs;<35h;public;1;0;1;3;3;0
100.3654;male;latino;18.62;2;20000;1-8 yrs;>= 35h;public;1;1;1;3;3;0
102.7533;female;latino;18.41;4;19000;1-8 yrs;no work;public;0;0;1;6;6;1
95.67226;male;latino;25.29;2;29000;1-8 yrs;no work;public;0;1;1;2;3;1
89.41797;female;latino;16.52;3;5000;1-8 yrs;no work;public;1;2;0;4;1;0
108.2733;female;latino;25.31;1;14000;1-8 yrs;>= 35h;public;0;3;1;5;2;1
107.8599;female;latino;26.81;2;16000;9-11 yrs;<35h;public;1;1;2;2;2;1
96.56226;female;latino;16.85;1;84000;12 yrs;no work;other private;0;2;0;3;2;1
105.9778;female;latino;17.77;2;200000;college;no work;catholic;0;0;1;2;1;1
78.18844;male;latino;17.12;2;30000;some college;no work;catholic;1;0;2;3;3;0
106.751;male;latino;25.29;2;13000;1-8 yrs;<35h;public;1;0;2;0;0;0
107.4173;male;latino;15.17;2;12000;12 yrs;>= 35h;public;0;1;0;1;2;1
96.84921;male;latino;26.61;0;24000;12 yrs;no work;public;1;1;1;2;2;1
95.44369;female;latino;18.72;1;15000;some college;<35h;public;1;0;1;0;0;1
105.6422;male;latino;20.82;2;18000;12 yrs;<35h;public;0;0;3;6;6;1
90.73108;female;latino;16.91;2;5000;9-11 yrs;>= 35h;public;1;0;2;2;2;1
94.70445;female;latino;18.42;1;30000;college;>= 35h;public;0;0;1;3;3;1
101.7223;female;latino;33.6;1;45000;some college;<35h;public;0;0;1;4;2;1
98.64865;male;latino;24.44;1;22000;9-11 yrs;<35h;public;0;1;0;3;1;1
103.8525;male;latino;26.43;2;40000;college;no work;catholic;0;0;1;2;1;1
78.1009;female;latino;17.31;4;5000;12 yrs;no work;public;1;0;0;0;0;0
105.2872;male;latino;27.08;2;10000;9-11 yrs;no work;public;0;0;0;2;0;1
101.1144;male;latino;31.95;2;35000;9-11 yrs;>= 35h;public;1;2;2;2;2;1
82.25908;male;latino;22.99;1;55000;1-8 yrs;no work;public;1;1;0;0;2;1
99.64078;male;latino;19.28;1;75000;some college;<35h;catholic;1;0;0;4;2;1
104.3048;male;latino;20.22;0;18000;12 yrs;>= 35h;public;1;0;0;0;0;1
100.6815;male;latino;15.53;1;18000;9-11 yrs;>= 35h;public;0;0;0;3;2;0
100.3022;female;latino;19.56;1;40000;12 yrs;>= 35h;public;1;0;2;3;3;1
80.2651;female;latino;25.52;5;25000;1-8 yrs;no work;public;1;1;1;3;0;0
89.21371;male;latino;23.39;1;41000;9-11 yrs;no work;public;1;0;1;3;3;1
89.64655;male;latino;20.85;0;45000;1-8 yrs;>= 35h;public;1;0;1;4;4;0
79.04926;male;latino;21.41;2;11000;12 yrs;<35h;public;1;1;2;2;2;0
108.7304;male;latino;24.06;1;70000;some college;>= 35h;public;0;1;0;4;1;1
90.14748;female;latino;17.5;3;10000;12 yrs;no work;public;1;4;0;6;0;0
78.51915;male;latino;24.88;3;13000;9-11 yrs;>= 35h;public;1;1;1;4;1;1
107.9571;male;latino;21.57;1;80000;some college;>= 35h;catholic;0;1;1;3;4;1
106.1285;male;latino;31.03;1;15000;9-11 yrs;>= 35h;public;1;0;2;3;4;1
95.71117;female;latino;18.42;3;27000;some college;no work;public;1;0;0;4;2;1
110.3256;female;latino;24.76;0;34000;some college;no work;other private;0;1;2;3;3;1
93.32812;male;latino;26.5;2;40000;12 yrs;no work;public;0;1;0;6;4;1
103.7309;female;latino;24.68;1;250000;college;<35h;public;0;0;0;0;1;1
106.8872;female;latino;28.64;3;100000;some college;no work;catholic;0;0;2;3;3;1
82.81837;female;latino;18.05;3;25000;12 yrs;<35h;public;1;3;2;2;1;1
72.01196;female;latino;17.87;2;8000;12 yrs;>= 35h;public;1;1;0;2;2;0
94.73363;male;latino;24.56;2;23000;1-8 yrs;no work;public;0;1;0;2;2;1
92.86124;male;latino;26.3;1;70000;some college;>= 35h;catholic;1;0;3;3;0;1
101.056;female;latino;15.15;2;14000;9-11 yrs;no work;public;1;2;2;5;4;1
92.34572;male;latino;15.47;2;48000;college;>= 35h;public;1;0;2;6;6;1
91.25146;female;latino;20.2;1;70000;college;<35h;public;1;0;0;1;1;1
86.24219;male;latino;27.89;1;32000;some college;>= 35h;public;1;3;1;0;6;1
100.7934;male;latino;21.21;2;16000;12 yrs;>= 35h;public;1;0;2;4;1;1
90.41496;female;latino;21.37;2;25000;1-8 yrs;no work;public;1;2;1;4;0;1
91.88857;male;latino;15.94;1;18000;12 yrs;no work;public;1;0;0;2;2;1
111.4928;male;latino;18.8;0;30000;some college;>= 35h;public;1;1;1;2;2;1
77.54161;female;latino;20.54;0;7000;12 yrs;<35h;public;1;1;1;3;2;1
78.79636;male;latino;20.74;1;18000;1-8 yrs;no work;public;0;1;0;1;0;0
68.23311;male;latino;26.2;4;9000;12 yrs;no work;public;0;2;1;2;3;0
89.88485;female;latino;31.78;6;24000;1-8 yrs;>= 35h;public;0;1;0;3;0;1
99.10581;male;latino;21.33;4;5000;1-8 yrs;>= 35h;public;1;0;0;4;4;0
86.47562;male;latino;18.44;0;12000;12 yrs;>= 35h;public;1;2;2;5;3;0
100.5843;male;latino;27.87;2;25000;9-11 yrs;no work;public;0;0;0;1;1;0
105.7492;female;latino;33.44;4;26000;some college;no work;public;1;1;0;0;0;0
95.0303;male;latino;22.34;2;14000;12 yrs;no work;public;1;0;1;3;3;0
112.2661;female;latino;18.82;1;100000;college;no work;public;0;0;0;1;1;1
109.5718;male;latino;21.74;3;32000;college;>= 35h;public;1;1;2;5;3;0
109.3189;male;latino;24.84;1;20000;9-11 yrs;no work;public;0;1;2;3;3;1
101.6202;female;latino;18.76;2;12000;some college;>= 35h;public;1;1;0;3;1;1
89.29639;female;latino;16.57;1;4300;9-11 yrs;>= 35h;public;1;2;3;5;5;1
69.34196;male;latino;25.77;3;14000;1-8 yrs;>= 35h;public;1;0;0;2;1;1
109.9511;female;latino;22.17;1;60000;12 yrs;no work;public;0;1;0;2;2;1
108.7888;female;latino;27.48;1;58000;college;>= 35h;public;1;2;1;2;2;0
85.96983;female;latino;27.27;1;13000;12 yrs;>= 35h;public;1;2;0;3;3;1
112.8448;female;latino;26.98;2;60000;college;>= 35h;public;1;1;0;2;2;1
108.2587;female;latino;16.21;3;6000;some college;>= 35h;public;1;1;1;3;3;1
90.1572;male;latino;21.38;1;45000;some college;<35h;public;1;1;3;8;8;1
96.85893;male;latino;16.89;0;13000;1-8 yrs;>= 35h;public;0;1;0;3;0;0
92.77856;female;latino;19.55;1;50000;some college;>= 35h;public;1;1;0;2;2;1
87.04951;female;latino;21.93;1;30000;12 yrs;no work;public;1;0;0;1;0;1
84.58377;female;latino;17.51;1;15000;9-11 yrs;no work;public;1;2;2;5;4;0
84.00017;male;latino;25.24;2;20000;12 yrs;<35h;public;1;2;0;3;0;1
100.4919;female;latino;15.64;1;11000;college;>= 35h;public;1;2;2;5;5;0
93.41566;male;latino;19.06;1;40000;some college;>= 35h;public;1;0;2;2;1;1
84.41842;male;latino;17.14;3;7000;12 yrs;no work;public;1;0;2;4;4;1
99.76237;male;latino;22.03;2;16000;12 yrs;>= 35h;public;1;1;2;4;2;1
112.9713;female;latino;23.8;0;36000;9-11 yrs;>= 35h;public;0;3;1;3;0;1
90.58031;female;latino;26.16;2;5000;12 yrs;>= 35h;public;0;3;4;0;0;0
97.54466;male;latino;18.94;2;28000;12 yrs;no work;public;1;0;0;2;0;1
84.19957;male;latino;23.24;2;27000;1-8 yrs;>= 35h;public;1;0;0;2;1;1
76.38899;female;latino;22.56;2;35000;12 yrs;>= 35h;public;1;2;2;3;3;0
103.0208;male;latino;24.64;3;20000;12 yrs;<35h;public;1;1;1;3;3;1
94.68501;male;latino;22.32;2;15000;1-8 yrs;no work;public;1;0;1;1;0;0
94.32025;male;latino;30.01;3;38000;12 yrs;<35h;public;1;1;1;3;3;1
98.71674;female;latino;19.97;1;27000;12 yrs;<35h;public;1;0;1;0;0;1
99.98122;male;latino;17.48;4;44000;12 yrs;>= 35h;public;0;1;2;3;2;0
100.3508;female;latino;25.87;1;27000;9-11 yrs;>= 35h;catholic;0;1;1;2;2;1
108.9785;female;latino;17.89;5;16000;12 yrs;no work;public;1;3;4;12;12;1
95.45341;male;latino;27.61;2;12000;12 yrs;no work;public;1;2;0;4;4;1
101.8925;female;latino;17.37;4;50000;some college;<35h;public;0;2;1;2;0;1
105.6373;male;latino;24.41;2;30000;1-8 yrs;<35h;public;1;1;1;3;3;0
86.28109;male;latino;29.29;0;35000;9-11 yrs;>= 35h;public;0;1;1;2;3;1
95.04975;female;latino;22.76;2;24000;9-11 yrs;no work;public;1;0;1;2;0;1
101.1581;female;latino;17.62;2;48000;12 yrs;no work;public;0;0;1;1;1;1
103.4439;male;latino;22.24;0;150000;college;>= 35h;catholic;1;1;1;4;4;1
99.30035;female;latino;21.53;1;10000;1-8 yrs;<35h;public;1;0;2;5;3;0
112.271;male;latino;28.27;1;70000;college;no work;public;1;1;0;4;2;1
91.83993;male;latino;18.06;2;30000;12 yrs;>= 35h;public;1;1;0;2;2;1
103.7552;male;latino;29.38;2;50000;some college;<35h;public;0;1;1;5;5;1
107.5875;female;latino;20.07;0;50000;college;>= 35h;catholic;1;0;0;3;1;1
89.91403;male;latino;29.29;3;20000;12 yrs;>= 35h;public;1;2;0;3;4;0
88.67387;female;latino;21.81;1;49000;some college;>= 35h;public;1;0;2;3;3;1
95.8668;male;latino;27.48;3;30000;9-11 yrs;<35h;public;0;1;1;3;3;1
98.91127;female;latino;23.05;0;20000;12 yrs;>= 35h;public;1;2;1;3;3;1
76.75374;male;latino;15.99;2;21000;1-8 yrs;no work;public;1;1;1;4;4;1
91.93233;male;latino;18.18;3;17000;1-8 yrs;no work;public;1;1;0;2;2;1
102.3545;female;latino;17.65;1;45000;some college;>= 35h;catholic;0;1;1;3;3;1
95.69172;female;latino;18.29;0;40000;college;<35h;other private;1;0;0;1;3;1
79.3362;male;latino;29.12;3;20000;some college;>= 35h;public;1;0;1;2;0;1
97.68084;female;latino;18.42;2;90000;some college;no work;public;1;1;0;3;3;1
99.00368;female;latino;27.27;1;21000;college;no work;public;1;1;0;3;5;1
75.01266;female;latino;17.64;0;38000;12 yrs;>= 35h;public;1;0;1;2;2;1
96.8103;male;latino;21;0;60000;some college;<35h;catholic;1;0;1;3;3;1
112.4314;male;latino;15.34;2;70000;college;<35h;catholic;1;0;0;2;2;1
102.126;male;latino;17.12;2;22000;12 yrs;>= 35h;public;0;0;2;6;6;1
90.57059;female;latino;19.22;1;35000;12 yrs;>= 35h;public;1;0;2;4;2;0
100.808;male;latino;21.07;2;18000;12 yrs;>= 35h;public;1;1;0;3;3;1
115.7483;male;latino;26.36;2;30000;9-11 yrs;no work;public;1;0;2;4;4;1
93.69287;male;latino;15.47;2;54000;some college;no work;public;1;2;0;5;5;1
88.91218;male;latino;32.89;1;88000;12 yrs;>= 35h;catholic;1;0;2;4;4;1
91.52867;male;latino;18.61;1;30000;12 yrs;>= 35h;public;1;2;1;4;4;1
100.1855;female;latino;21.23;1;45000;some college;>= 35h;public;1;2;2;6;6;1
79.06384;female;latino;29.01;3;23000;1-8 yrs;no work;public;1;0;1;0;0;0
105.185;male;latino;36.06;2;38000;college;>= 35h;catholic;1;2;2;3;3;1
113.0053;male;latino;28.94;2;60000;some college;<35h;public;1;2;1;3;0;1
105.1315;female;latino;17.27;2;50000;12 yrs;>= 35h;public;0;1;0;2;1;1
110.6904;male;latino;15.62;1;35000;12 yrs;>= 35h;catholic;0;0;3;6;6;1
108.5505;male;latino;23.97;1;65000;12 yrs;>= 35h;public;1;1;2;6;6;1
92.51594;male;latino;28.84;2;30000;1-8 yrs;>= 35h;public;1;1;3;5;5;1
82.58493;female;latino;30.72;1;20000;some college;>= 35h;public;1;1;1;3;3;1
79.1757;female;latino;23.24;1;9000;9-11 yrs;<35h;public;1;0;1;1;0;0
85.15279;female;latino;19.48;4;8000;9-11 yrs;>= 35h;public;1;2;2;0;0;0
76.83156;female;latino;27.71;3;26000;9-11 yrs;>= 35h;public;1;0;1;1;0;1
97.13614;female;latino;23.83;1;62000;some college;>= 35h;public;1;0;1;3;3;1
109.7566;male;latino;20.27;1;28000;12 yrs;>= 35h;public;0;1;0;4;0;1
95.35615;male;latino;29.04;3;24000;12 yrs;>= 35h;public;1;0;0;0;0;1
73.90867;male;latino;31.47;1;14000;12 yrs;>= 35h;public;1;0;2;1;3;1
110.9092;female;latino;20.06;1;135000;college;no work;public;0;1;1;3;2;1
100.949;female;latino;15;1;60000;college;>= 35h;public;0;0;2;4;6;1
110.2575;female;latino;19.86;0;27000;12 yrs;>= 35h;public;1;0;1;1;1;1
73.29102;female;latino;18.15;3;9600;1-8 yrs;no work;public;1;1;1;2;3;1
82.76974;female;latino;20.25;0;35000;12 yrs;no work;public;1;0;1;3;1;0
104.3874;male;latino;28.02;2;84000;some college;no work;public;0;1;2;3;2;1
86.52912;male;latino;24.65;3;40000;9-11 yrs;>= 35h;public;1;2;0;3;3;0
109.9998;male;latino;32.56;1;45000;1-8 yrs;>= 35h;public;1;1;0;4;4;0
100.6183;female;latino;19.4;4;25000;1-8 yrs;>= 35h;public;1;1;2;2;3;0
115.9769;female;latino;16.83;1;19411;12 yrs;>= 35h;public;0;2;0;1;0;1
98.05532;male;latino;17.87;0;25000;some college;<35h;public;0;1;0;4;3;1
97.57384;male;latino;27.08;0;10000;some college;>= 35h;catholic;0;0;2;0;0;1
96.45527;female;latino;19.2;3;18000;9-11 yrs;no work;public;1;1;1;5;5;0
101.5959;male;latino;21.9;1;43000;12 yrs;>= 35h;public;1;1;1;5;5;1
107.5778;female;latino;15.67;1;35000;9-11 yrs;<35h;public;1;1;0;0;2;1
83.03722;female;latino;18.81;1;15000;1-8 yrs;>= 35h;public;1;0;1;2;2;0
94.96221;male;latino;15.75;3;28300;12 yrs;>= 35h;public;1;0;2;2;4;1
84.56432;female;latino;16.47;2;12500;12 yrs;>= 35h;public;1;1;0;0;0;1
98.34712;female;latino;18.74;1;55000;college;<35h;catholic;0;1;1;1;2;1
96.92215;male;latino;23.91;2;45000;12 yrs;>= 35h;public;0;2;0;5;4;1
109.0028;female;latino;18.78;1;75000;some college;<35h;public;1;1;1;4;3;1
95.56527;female;latino;17.86;4;28000;9-11 yrs;no work;public;1;1;1;2;0;1
99.58242;male;latino;16.89;1;10000;1-8 yrs;no work;public;1;0;0;1;1;0
103.6093;male;latino;24.99;1;87000;some college;>= 35h;catholic;1;1;1;3;3;1
99.36356;female;latino;18.79;2;32000;1-8 yrs;no work;public;1;0;2;2;0;1
101.4159;male;latino;28.93;2;30000;1-8 yrs;no work;public;0;1;1;1;1;1
95.43883;female;latino;21.93;2;45000;some college;<35h;public;1;2;0;3;3;1
80.54717;female;latino;24.2;4;5000;1-8 yrs;>= 35h;public;1;1;0;3;3;0
87.47262;female;latino;21.01;2;18000;1-8 yrs;no work;public;1;1;0;1;2;0
109.8733;female;latino;19.05;2;36000;12 yrs;>= 35h;public;0;0;1;2;2;1
96.14401;male;latino;28.16;1;65000;some college;>= 35h;public;1;2;0;5;2;1
108.3462;female;latino;23.59;1;60000;some college;>= 35h;public;1;1;0;1;1;1
101.9703;male;latino;24.63;0;15000;12 yrs;no work;public;1;1;0;2;0;1
100.0153;male;latino;19.41;0;15000;12 yrs;>= 35h;public;1;0;1;3;3;0
106.3474;male;latino;21.28;1;39000;12 yrs;<35h;public;1;0;1;2;2;1
104.3145;female;latino;18.08;3;61000;some college;no work;public;1;1;0;2;0;1
104.509;male;latino;23.32;1;50000;college;>= 35h;other private;0;0;1;2;1;1
92.76883;female;latino;17.2;2;25000;some college;no work;catholic;0;0;1;3;3;1
94.32997;male;latino;17.71;2;18000;1-8 yrs;>= 35h;public;1;1;0;3;3;0
96.7568;male;latino;23.05;3;10000;12 yrs;<35h;public;1;0;2;4;4;1
89.36447;male;latino;17.55;2;12000;some college;no work;public;1;2;2;8;4;0
77.19631;male;latino;15.99;1;11000;1-8 yrs;>= 35h;public;1;0;0;0;1;1
102.2767;female;latino;20.63;1;29000;1-8 yrs;>= 35h;public;1;1;2;5;2;0
101.6737;male;latino;27.84;1;290000;some college;>= 35h;catholic;0;0;0;0;1;1
111.9451;male;latino;26.66;1;70000;college;>= 35h;public;1;0;0;1;1;1
76.06801;male;latino;15.97;3;23000;1-8 yrs;no work;public;0;1;2;5;2;0
92.36031;male;latino;22.87;1;150000;college;>= 35h;public;0;0;1;2;2;1
104.7425;female;latino;24.89;2;15000;12 yrs;<35h;public;1;1;2;3;1;1
101.7904;male;latino;24.77;2;35000;12 yrs;<35h;public;1;2;0;5;2;1
111.2545;male;latino;20.81;0;50000;9-11 yrs;>= 35h;public;1;1;1;3;2;1
96.26073;female;latino;20.59;3;7000;12 yrs;>= 35h;public;0;0;1;3;3;1
79.55991;female;latino;25.89;3;35000;12 yrs;no work;public;1;1;1;2;0;0
114.4157;male;latino;16.33;1;40000;some college;>= 35h;public;1;1;2;4;4;1
98.33253;male;latino;22.21;0;34000;12 yrs;>= 35h;catholic;1;0;1;4;6;1
95.75008;female;latino;16.27;3;23000;9-11 yrs;no work;public;1;0;1;3;0;0
76.31604;male;latino;34.48;1;70000;12 yrs;>= 35h;public;1;2;0;3;3;1
71.27758;female;latino;32.91;2;20000;1-8 yrs;no work;public;1;1;2;2;2;1
101.5326;male;latino;17.67;2;27000;12 yrs;<35h;public;1;1;1;4;4;1
105.968;female;latino;24.72;1;45000;12 yrs;>= 35h;public;1;1;1;4;4;1
74.26855;male;latino;21.48;4;25000;9-11 yrs;<35h;public;1;2;0;4;6;0
102.5199;female;latino;15.36;3;95000;some college;no work;public;0;1;0;3;1;1
94.76282;female;latino;28.29;0;15000;some college;<35h;public;1;1;1;1;1;0
